"GEO_ID","NAME","B25004_001E","B25004_001M","B25004_002E","B25004_002M","B25004_003E","B25004_003M","B25004_004E","B25004_004M","B25004_005E","B25004_005M","B25004_006E","B25004_006M","B25004_007E","B25004_007M","B25004_008E","B25004_008M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!For rent","Margin of Error!!Total:!!For rent","Estimate!!Total:!!Rented, not occupied","Margin of Error!!Total:!!Rented, not occupied","Estimate!!Total:!!For sale only","Margin of Error!!Total:!!For sale only","Estimate!!Total:!!Sold, not occupied","Margin of Error!!Total:!!Sold, not occupied","Estimate!!Total:!!For seasonal, recreational, or occasional use","Margin of Error!!Total:!!For seasonal, recreational, or occasional use","Estimate!!Total:!!For migrant workers","Margin of Error!!Total:!!For migrant workers","Estimate!!Total:!!Other vacant","Margin of Error!!Total:!!Other vacant",
"0500000US39035","Cuyahoga County, Ohio","61340","1970","12509","1097","2304","454","3689","581","2453","438","2961","487","84","87","37340","1329",
"1400000US39035102101","Census Tract 1021.01; Cuyahoga County; Ohio","196","94","60","54","21","33","26","43","33","50","0","13","0","13","56","57",
"1400000US39035102102","Census Tract 1021.02; Cuyahoga County; Ohio","97","73","24","40","0","13","24","38","0","13","0","13","0","13","49","48",
"1400000US39035102200","Census Tract 1022; Cuyahoga County; Ohio","157","99","20","33","0","13","0","13","0","13","0","13","0","13","137","93",
"1400000US39035102300","Census Tract 1023; Cuyahoga County; Ohio","196","82","11","18","11","18","0","13","21","30","0","13","0","13","153","73",
"1400000US39035102401","Census Tract 1024.01; Cuyahoga County; Ohio","157","70","51","44","0","13","0","13","26","39","0","13","0","13","80","52",
"1400000US39035102402","Census Tract 1024.02; Cuyahoga County; Ohio","151","94","23","39","0","13","0","13","0","13","0","13","0","13","128","78",
"1400000US39035102700","Census Tract 1027; Cuyahoga County; Ohio","265","121","89","67","0","13","0","13","0","13","0","13","0","13","176","97",
"1400000US39035102800","Census Tract 1028; Cuyahoga County; Ohio","123","60","23","20","11","18","0","13","0","13","0","13","0","13","89","54",
"1400000US39035102900","Census Tract 1029; Cuyahoga County; Ohio","126","53","13","21","0","13","0","13","0","13","0","13","9","15","104","51",
"1400000US39035103300","Census Tract 1033; Cuyahoga County; Ohio","218","119","121","87","0","13","34","54","0","13","35","54","0","13","28","43",
"1400000US39035103500","Census Tract 1035; Cuyahoga County; Ohio","207","71","47","37","0","13","13","23","0","13","6","8","0","13","141","76",
"1400000US39035103602","Census Tract 1036.02; Cuyahoga County; Ohio","394","182","114","116","72","85","0","13","0","13","0","13","0","13","208","159",
"1400000US39035103800","Census Tract 1038; Cuyahoga County; Ohio","246","69","27","19","13","21","13","22","0","13","45","41","0","13","148","58",
"1400000US39035104400","Census Tract 1044; Cuyahoga County; Ohio","91","67","0","13","0","13","15","22","0","13","7","11","0","13","69","61",
"1400000US39035104800","Census Tract 1048; Cuyahoga County; Ohio","129","70","48","44","0","13","0","13","17","26","18","29","0","13","46","43",
"1400000US39035105100","Census Tract 1051; Cuyahoga County; Ohio","329","129","64","61","0","13","42","57","0","13","0","13","0","13","223","119",
"1400000US39035105300","Census Tract 1053; Cuyahoga County; Ohio","259","117","82","66","0","13","28","48","0","13","10","16","0","13","139","82",
"1400000US39035105400","Census Tract 1054; Cuyahoga County; Ohio","367","130","65","62","0","13","31","50","0","13","0","13","0","13","271","129",
"1400000US39035105500","Census Tract 1055; Cuyahoga County; Ohio","257","105","15","24","0","13","25","34","0","13","0","13","0","13","217","101",
"1400000US39035105602","Census Tract 1056.02; Cuyahoga County; Ohio","245","96","32","36","0","13","0","13","0","13","0","13","0","13","213","94",
"1400000US39035105700","Census Tract 1057; Cuyahoga County; Ohio","349","224","98","109","0","13","0","13","0","13","90","143","0","13","161","141",
"1400000US39035105900","Census Tract 1059; Cuyahoga County; Ohio","255","115","65","56","0","13","33","37","25","41","0","13","36","58","96","79",
"1400000US39035106100","Census Tract 1061; Cuyahoga County; Ohio","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US39035106200","Census Tract 1062; Cuyahoga County; Ohio","93","71","52","55","0","13","0","13","30","47","11","17","0","13","0","13",
"1400000US39035106500","Census Tract 1065; Cuyahoga County; Ohio","80","67","0","13","0","13","9","22","0","13","29","44","0","13","42","47",
"1400000US39035106600","Census Tract 1066; Cuyahoga County; Ohio","134","86","16","31","0","13","56","56","0","13","0","13","0","13","62","63",
"1400000US39035106800","Census Tract 1068; Cuyahoga County; Ohio","294","126","119","81","0","13","25","40","0","13","0","13","0","13","150","104",
"1400000US39035106900","Census Tract 1069; Cuyahoga County; Ohio","344","149","0","13","19","30","0","13","0","13","32","51","0","13","293","133",
"1400000US39035107000","Census Tract 1070; Cuyahoga County; Ohio","21","34","0","13","0","13","0","13","0","13","0","13","0","13","21","34",
"1400000US39035107101","Census Tract 1071.01; Cuyahoga County; Ohio","288","170","58","67","123","122","0","13","0","13","51","59","0","13","56","64",
"1400000US39035107701","Census Tract 1077.01; Cuyahoga County; Ohio","825","237","462","198","231","124","0","18","0","18","113","111","0","18","19","31",
"1400000US39035107802","Census Tract 1078.02; Cuyahoga County; Ohio","551","235","302","158","82","63","0","13","0","13","36","61","0","13","131","114",
"1400000US39035108201","Census Tract 1082.01; Cuyahoga County; Ohio","350","109","81","66","0","13","0","13","0","13","14","23","0","13","255","95",
"1400000US39035108301","Census Tract 1083.01; Cuyahoga County; Ohio","177","69","55","34","0","13","13","20","0","13","16","26","0","13","93","58",
"1400000US39035108400","Census Tract 1084; Cuyahoga County; Ohio","89","59","0","13","0","13","0","13","0","13","0","13","0","13","89","59",
"1400000US39035108701","Census Tract 1087.01; Cuyahoga County; Ohio","171","109","47","55","0","13","0","13","0","13","0","13","0","13","124","96",
"1400000US39035109301","Census Tract 1093.01; Cuyahoga County; Ohio","44","35","0","13","14","23","0","13","0","13","0","13","0","13","30","34",
"1400000US39035109701","Census Tract 1097.01; Cuyahoga County; Ohio","31","26","13","20","0","13","0","13","0","13","0","13","0","13","18","18",
"1400000US39035109801","Census Tract 1098.01; Cuyahoga County; Ohio","51","50","14","23","19","30","0","13","0","13","0","13","0","13","18","23",
"1400000US39035110901","Census Tract 1109.01; Cuyahoga County; Ohio","126","89","30","48","0","13","0","13","0","13","0","13","0","13","96","79",
"1400000US39035111202","Census Tract 1112.02; Cuyahoga County; Ohio","333","86","26","32","24","21","0","13","0","13","11","17","0","13","272","74",
"1400000US39035111401","Census Tract 1114.01; Cuyahoga County; Ohio","153","62","11","18","0","13","0","13","0","13","0","13","0","13","142","60",
"1400000US39035111700","Census Tract 1117; Cuyahoga County; Ohio","277","73","0","13","20","25","0","13","0","13","12","20","0","13","245","75",
"1400000US39035112100","Census Tract 1121; Cuyahoga County; Ohio","205","86","19","30","0","13","0","13","0","13","0","13","0","13","186","84",
"1400000US39035112200","Census Tract 1122; Cuyahoga County; Ohio","100","66","26","41","0","13","0","13","0","13","0","13","0","13","74","62",
"1400000US39035112301","Census Tract 1123.01; Cuyahoga County; Ohio","45","41","14","22","0","13","0","13","0","13","0","13","0","13","31","36",
"1400000US39035114501","Census Tract 1145.01; Cuyahoga County; Ohio","122","70","0","13","0","13","0","13","28","25","24","41","0","13","70","48",
"1400000US39035114600","Census Tract 1146; Cuyahoga County; Ohio","87","43","0","13","0","13","0","13","0","13","0","13","0","13","87","43",
"1400000US39035114800","Census Tract 1148; Cuyahoga County; Ohio","44","36","0","13","0","13","0","13","0","13","0","13","0","13","44","36",
"1400000US39035115400","Census Tract 1154; Cuyahoga County; Ohio","217","68","66","41","0","13","0","13","0","13","0","13","0","13","151","56",
"1400000US39035115700","Census Tract 1157; Cuyahoga County; Ohio","108","56","24","20","0","13","0","13","0","13","0","13","0","13","84","54",
"1400000US39035115800","Census Tract 1158; Cuyahoga County; Ohio","155","95","31","49","25","41","0","13","0","13","0","13","0","13","99","77",
"1400000US39035115900","Census Tract 1159; Cuyahoga County; Ohio","203","86","45","32","19","34","27","39","0","13","0","13","0","13","112","73",
"1400000US39035116300","Census Tract 1163; Cuyahoga County; Ohio","260","99","65","53","0","13","24","39","0","13","0","13","0","13","171","87",
"1400000US39035116400","Census Tract 1164; Cuyahoga County; Ohio","305","116","37","56","0","13","0","13","0","13","0","13","0","13","268","110",
"1400000US39035116500","Census Tract 1165; Cuyahoga County; Ohio","206","104","16","27","37","44","0","13","0","13","0","13","0","13","153","99",
"1400000US39035116600","Census Tract 1166; Cuyahoga County; Ohio","360","115","0","13","0","13","0","13","0","13","0","13","0","13","360","115",
"1400000US39035116700","Census Tract 1167; Cuyahoga County; Ohio","198","71","0","13","0","13","0","13","0","13","0","13","0","13","198","71",
"1400000US39035116800","Census Tract 1168; Cuyahoga County; Ohio","430","158","83","83","0","13","34","42","0","13","0","13","0","13","313","108",
"1400000US39035116900","Census Tract 1169; Cuyahoga County; Ohio","282","98","0","13","0","13","0","13","0","13","12","19","0","13","270","94",
"1400000US39035117101","Census Tract 1171.01; Cuyahoga County; Ohio","335","152","0","13","41","48","80","101","0","13","0","13","0","13","214","103",
"1400000US39035117102","Census Tract 1171.02; Cuyahoga County; Ohio","150","63","19","29","0","13","24","24","0","13","0","13","0","13","107","61",
"1400000US39035117201","Census Tract 1172.01; Cuyahoga County; Ohio","252","144","55","74","0","13","0","13","0","13","0","13","0","13","197","126",
"1400000US39035117203","Census Tract 1172.03; Cuyahoga County; Ohio","198","70","23","25","0","13","0","13","0","13","0","13","0","13","175","65",
"1400000US39035117300","Census Tract 1173; Cuyahoga County; Ohio","339","89","52","37","7","11","0","13","0","13","0","13","0","13","280","92",
"1400000US39035117400","Census Tract 1174; Cuyahoga County; Ohio","134","75","9","15","13","22","28","32","0","13","0","13","0","13","84","66",
"1400000US39035117500","Census Tract 1175; Cuyahoga County; Ohio","336","136","22","36","0","13","0","13","0","13","17","26","0","13","297","131",
"1400000US39035117600","Census Tract 1176; Cuyahoga County; Ohio","213","139","27","41","0","13","43","46","0","13","0","13","0","13","143","120",
"1400000US39035117700","Census Tract 1177; Cuyahoga County; Ohio","352","230","57","94","0","13","0","13","0","13","78","103","0","13","217","185",
"1400000US39035117800","Census Tract 1178; Cuyahoga County; Ohio","165","63","5","8","0","13","0","13","3","12","0","13","0","13","157","62",
"1400000US39035117900","Census Tract 1179; Cuyahoga County; Ohio","288","145","79","88","0","13","0","13","0","13","0","13","0","13","209","102",
"1400000US39035118101","Census Tract 1181.01; Cuyahoga County; Ohio","221","65","25","30","0","13","0","13","11","19","0","13","0","13","185","69",
"1400000US39035118200","Census Tract 1182; Cuyahoga County; Ohio","207","83","6","15","0","13","14","22","0","13","0","13","0","13","187","79",
"1400000US39035118301","Census Tract 1183.01; Cuyahoga County; Ohio","220","99","30","36","0","13","0","13","0","13","0","13","0","13","190","98",
"1400000US39035118602","Census Tract 1186.02; Cuyahoga County; Ohio","146","105","22","36","80","91","0","13","0","13","0","13","0","13","44","51",
"1400000US39035118800","Census Tract 1188; Cuyahoga County; Ohio","439","169","30","49","0","13","0","13","0","13","112","81","0","13","297","152",
"1400000US39035118900","Census Tract 1189; Cuyahoga County; Ohio","287","82","105","65","0","13","0","13","0","13","12","20","0","13","170","63",
"1400000US39035119401","Census Tract 1194.01; Cuyahoga County; Ohio","245","102","24","40","0","13","0","13","30","48","0","13","0","13","191","103",
"1400000US39035119402","Census Tract 1194.02; Cuyahoga County; Ohio","279","72","0","13","0","13","39","38","16","26","11","17","0","13","213","71",
"1400000US39035119501","Census Tract 1195.01; Cuyahoga County; Ohio","431","150","76","85","23","39","32","51","0","13","30","48","0","13","270","129",
"1400000US39035119502","Census Tract 1195.02; Cuyahoga County; Ohio","188","98","73","86","0","13","0","13","0","13","0","13","0","13","115","50",
"1400000US39035119600","Census Tract 1196; Cuyahoga County; Ohio","166","101","0","13","0","13","0","13","0","13","0","13","0","13","166","101",
"1400000US39035119701","Census Tract 1197.01; Cuyahoga County; Ohio","205","73","38","38","10","16","0","13","0","13","0","13","0","13","157","74",
"1400000US39035119702","Census Tract 1197.02; Cuyahoga County; Ohio","200","56","64","4","0","13","15","24","0","13","0","13","0","13","121","53",
"1400000US39035119800","Census Tract 1198; Cuyahoga County; Ohio","355","138","0","13","0","13","0","13","0","13","0","13","0","13","355","138",
"1400000US39035119900","Census Tract 1199; Cuyahoga County; Ohio","349","147","22","37","0","13","0","13","0","13","0","13","0","13","327","144",
"1400000US39035120200","Census Tract 1202; Cuyahoga County; Ohio","243","96","59","64","0","13","0","13","0","13","0","13","0","13","184","81",
"1400000US39035120400","Census Tract 1204; Cuyahoga County; Ohio","220","102","0","13","0","13","0","13","9","15","0","13","0","13","211","97",
"1400000US39035120500","Census Tract 1205; Cuyahoga County; Ohio","152","76","2","12","0","13","17","28","18","29","0","13","0","13","115","68",
"1400000US39035120600","Census Tract 1206; Cuyahoga County; Ohio","376","114","0","13","0","13","24","39","0","13","0","13","0","13","352","112",
"1400000US39035120701","Census Tract 1207.01; Cuyahoga County; Ohio","214","76","0","13","0","13","12","20","0","13","0","13","0","13","202","75",
"1400000US39035120702","Census Tract 1207.02; Cuyahoga County; Ohio","210","66","8","15","0","13","0","13","0","13","0","13","0","13","202","68",
"1400000US39035120801","Census Tract 1208.01; Cuyahoga County; Ohio","175","138","0","13","0","13","23","39","0","13","0","13","0","13","152","124",
"1400000US39035120802","Census Tract 1208.02; Cuyahoga County; Ohio","224","85","0","13","0","13","0","13","24","27","0","13","0","13","200","84",
"1400000US39035121100","Census Tract 1211; Cuyahoga County; Ohio","211","80","5","7","0","13","0","13","0","13","0","13","0","13","206","80",
"1400000US39035121200","Census Tract 1212; Cuyahoga County; Ohio","211","80","48","39","0","13","0","13","25","29","0","13","0","13","138","68",
"1400000US39035121300","Census Tract 1213; Cuyahoga County; Ohio","111","58","0","13","0","13","0","13","24","26","11","18","0","13","76","52",
"1400000US39035121401","Census Tract 1214.01; Cuyahoga County; Ohio","226","66","42","32","0","13","0","13","14","23","0","13","0","13","170","61",
"1400000US39035121403","Census Tract 1214.03; Cuyahoga County; Ohio","193","116","30","48","0","13","0","13","31","45","0","13","0","13","132","107",
"1400000US39035121500","Census Tract 1215; Cuyahoga County; Ohio","259","134","55","62","0","13","0","13","0","13","0","13","0","13","204","120",
"1400000US39035121700","Census Tract 1217; Cuyahoga County; Ohio","234","108","0","13","0","13","0","13","0","13","0","13","0","13","234","108",
"1400000US39035121800","Census Tract 1218; Cuyahoga County; Ohio","71","51","27","34","0","13","0","13","0","13","0","13","0","13","44","42",
"1400000US39035121900","Census Tract 1219; Cuyahoga County; Ohio","96","59","0","13","0","13","0","13","0","13","0","13","0","13","96","59",
"1400000US39035122100","Census Tract 1221; Cuyahoga County; Ohio","115","91","0","13","0","13","13","19","0","13","0","13","0","13","102","94",
"1400000US39035122200","Census Tract 1222; Cuyahoga County; Ohio","100","51","35","39","0","13","0","13","0","13","0","13","0","13","65","45",
"1400000US39035122300","Census Tract 1223; Cuyahoga County; Ohio","55","38","0","13","0","13","0","13","0","13","0","13","0","13","55","38",
"1400000US39035123100","Census Tract 1231; Cuyahoga County; Ohio","7","12","0","13","0","13","7","12","0","13","0","13","0","13","0","13",
"1400000US39035123200","Census Tract 1232; Cuyahoga County; Ohio","67","76","0","13","46","70","0","13","0","13","0","13","0","13","21","33",
"1400000US39035123400","Census Tract 1234; Cuyahoga County; Ohio","110","81","0","13","0","13","0","13","0","13","0","13","0","13","110","81",
"1400000US39035123501","Census Tract 1235.01; Cuyahoga County; Ohio","153","98","0","13","0","13","38","48","0","13","0","13","0","13","115","89",
"1400000US39035123502","Census Tract 1235.02; Cuyahoga County; Ohio","162","81","13","20","0","13","0","13","0","13","0","13","0","13","149","78",
"1400000US39035123601","Census Tract 1236.01; Cuyahoga County; Ohio","45","49","0","13","0","13","0","13","21","35","0","13","0","13","24","38",
"1400000US39035123602","Census Tract 1236.02; Cuyahoga County; Ohio","51","50","33","50","0","13","0","13","0","13","0","13","0","13","18","28",
"1400000US39035123603","Census Tract 1236.03; Cuyahoga County; Ohio","115","83","0","13","0","13","53","60","0","13","8","12","0","13","54","54",
"1400000US39035123700","Census Tract 1237; Cuyahoga County; Ohio","8","12","0","13","0","13","0","13","0","13","0","13","0","13","8","12",
"1400000US39035123800","Census Tract 1238; Cuyahoga County; Ohio","40","46","24","38","0","13","0","13","0","13","0","13","0","13","16","26",
"1400000US39035123900","Census Tract 1239; Cuyahoga County; Ohio","180","135","0","13","0","13","0","13","21","35","0","13","0","13","159","130",
"1400000US39035124100","Census Tract 1241; Cuyahoga County; Ohio","124","110","0","18","0","18","0","18","0","18","0","18","0","18","124","110",
"1400000US39035124201","Census Tract 1242.01; Cuyahoga County; Ohio","76","83","0","13","0","13","0","13","46","72","0","13","0","13","30","47",
"1400000US39035124202","Census Tract 1242.02; Cuyahoga County; Ohio","75","57","0","13","0","13","0","13","38","40","0","13","0","13","37","40",
"1400000US39035124300","Census Tract 1243; Cuyahoga County; Ohio","189","117","35","46","0","13","0","13","68","102","4","7","0","13","82","66",
"1400000US39035124500","Census Tract 1245; Cuyahoga County; Ohio","61","63","0","13","0","13","0","13","0","13","0","13","0","13","61","63",
"1400000US39035124600","Census Tract 1246; Cuyahoga County; Ohio","203","103","33","52","0","13","0","13","0","13","0","13","39","63","131","85",
"1400000US39035126100","Census Tract 1261; Cuyahoga County; Ohio","274","125","34","56","37","42","33","53","0","13","0","13","0","13","170","99",
"1400000US39035127501","Census Tract 1275.01; Cuyahoga County; Ohio","273","103","0","13","17","28","0","13","48","57","0","13","0","13","208","90",
"1400000US39035130103","Census Tract 1301.03; Cuyahoga County; Ohio","41","43","25","35","0","13","0","13","16","24","0","13","0","13","0","13",
"1400000US39035130104","Census Tract 1301.04; Cuyahoga County; Ohio","59","50","0","13","0","13","35","41","0","13","24","35","0","13","0","13",
"1400000US39035130105","Census Tract 1301.05; Cuyahoga County; Ohio","40","48","0","13","32","53","0","13","0","13","8","13","0","13","0","13",
"1400000US39035130106","Census Tract 1301.06; Cuyahoga County; Ohio","67","63","26","42","0","13","0","13","0","13","13","20","0","13","28","42",
"1400000US39035131103","Census Tract 1311.03; Cuyahoga County; Ohio","125","124","31","47","0","18","0","18","0","18","0","18","0","18","94","114",
"1400000US39035131104","Census Tract 1311.04; Cuyahoga County; Ohio","598","255","318","189","11","22","0","13","0","13","205","186","0","13","64","78",
"1400000US39035131105","Census Tract 1311.05; Cuyahoga County; Ohio","143","119","70","95","22","31","0","13","0","13","0","13","0","13","51","77",
"1400000US39035132100","Census Tract 1321; Cuyahoga County; Ohio","446","210","197","180","0","13","0","13","0","13","0","13","0","13","249","162",
"1400000US39035132200","Census Tract 1322; Cuyahoga County; Ohio","158","132","43","66","0","13","0","13","105","120","0","13","0","13","10","15",
"1400000US39035132301","Census Tract 1323.01; Cuyahoga County; Ohio","146","144","101","124","0","13","0","13","0","13","0","13","0","13","45","57",
"1400000US39035132302","Census Tract 1323.02; Cuyahoga County; Ohio","176","95","63","64","0","13","0","13","0","13","0","13","0","13","113","66",
"1400000US39035133103","Census Tract 1331.03; Cuyahoga County; Ohio","114","66","37","42","0","13","0","13","0","13","0","13","0","13","77","53",
"1400000US39035133104","Census Tract 1331.04; Cuyahoga County; Ohio","57","55","42","48","0","13","0","13","0","13","0","13","0","13","15","26",
"1400000US39035134100","Census Tract 1341; Cuyahoga County; Ohio","12","21","0","13","12","21","0","13","0","13","0","13","0","13","0","13",
"1400000US39035134203","Census Tract 1342.03; Cuyahoga County; Ohio","13","20","0","13","0","13","0","13","0","13","0","13","0","13","13","20",
"1400000US39035134204","Census Tract 1342.04; Cuyahoga County; Ohio","128","93","45","52","0","13","0","13","0","13","0","13","0","13","83","75",
"1400000US39035134205","Census Tract 1342.05; Cuyahoga County; Ohio","75","75","13","21","0","13","0","13","27","45","0","13","0","13","35","57",
"1400000US39035134206","Census Tract 1342.06; Cuyahoga County; Ohio","54","60","0","13","0","13","11","21","0","13","0","13","0","13","43","54",
"1400000US39035134300","Census Tract 1343; Cuyahoga County; Ohio","68","73","38","58","0","13","0","13","0","13","0","13","0","13","30","49",
"1400000US39035135103","Census Tract 1351.03; Cuyahoga County; Ohio","138","77","66","65","0","13","0","13","0","13","0","13","0","13","72","68",
"1400000US39035135104","Census Tract 1351.04; Cuyahoga County; Ohio","17","19","0","13","0","13","0","13","0","13","9","14","0","13","8","13",
"1400000US39035135105","Census Tract 1351.05; Cuyahoga County; Ohio","303","212","0","18","0","18","41","68","20","31","108","166","0","18","134","120",
"1400000US39035135106","Census Tract 1351.06; Cuyahoga County; Ohio","24","37","0","13","0","13","0","13","0","13","24","37","0","13","0","13",
"1400000US39035136101","Census Tract 1361.01; Cuyahoga County; Ohio","101","98","56","90","0","18","0","18","0","18","30","35","0","18","15","24",
"1400000US39035136103","Census Tract 1361.03; Cuyahoga County; Ohio","29","46","0","18","0","18","0","18","0","18","0","18","0","18","29","46",
"1400000US39035136104","Census Tract 1361.04; Cuyahoga County; Ohio","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US39035136105","Census Tract 1361.05; Cuyahoga County; Ohio","113","89","24","39","0","13","81","95","0","13","0","13","0","13","8","13",
"1400000US39035137101","Census Tract 1371.01; Cuyahoga County; Ohio","22","31","22","31","0","13","0","13","0","13","0","13","0","13","0","13",
"1400000US39035137102","Census Tract 1371.02; Cuyahoga County; Ohio","193","186","0","13","0","13","45","72","0","13","0","13","0","13","148","173",
"1400000US39035137103","Census Tract 1371.03; Cuyahoga County; Ohio","34","40","0","13","0","13","34","40","0","13","0","13","0","13","0","13",
"1400000US39035138105","Census Tract 1381.05; Cuyahoga County; Ohio","37","31","0","13","32","29","0","13","0","13","0","13","0","13","5","8",
"1400000US39035138106","Census Tract 1381.06; Cuyahoga County; Ohio","37","56","0","13","0","13","0","13","0","13","0","13","0","13","37","56",
"1400000US39035138107","Census Tract 1381.07; Cuyahoga County; Ohio","36","34","0","13","0","13","0","13","0","13","0","13","0","13","36","34",
"1400000US39035138108","Census Tract 1381.08; Cuyahoga County; Ohio","64","97","0","13","0","13","0","13","0","13","0","13","0","13","64","97",
"1400000US39035138109","Census Tract 1381.09; Cuyahoga County; Ohio","34","41","25","39","0","13","0","13","0","13","0","13","0","13","9","14",
"1400000US39035138110","Census Tract 1381.10; Cuyahoga County; Ohio","103","83","32","50","0","13","0","13","0","13","0","13","0","13","71","70",
"1400000US39035140100","Census Tract 1401; Cuyahoga County; Ohio","112","60","19","29","0","13","0","13","42","44","0","13","0","13","51","48",
"1400000US39035140301","Census Tract 1403.01; Cuyahoga County; Ohio","156","72","43","45","0","13","0","13","15","25","0","13","0","13","98","60",
"1400000US39035140302","Census Tract 1403.02; Cuyahoga County; Ohio","140","82","30","45","0","13","0","13","0","13","0","13","0","13","110","71",
"1400000US39035140400","Census Tract 1404; Cuyahoga County; Ohio","89","77","0","13","0","13","59","66","0","13","0","13","0","13","30","47",
"1400000US39035140500","Census Tract 1405; Cuyahoga County; Ohio","177","101","33","45","0","13","0","13","0","13","46","52","0","13","98","82",
"1400000US39035140600","Census Tract 1406; Cuyahoga County; Ohio","57","38","0","13","0","13","0","13","0","13","29","27","0","13","28","30",
"1400000US39035140701","Census Tract 1407.01; Cuyahoga County; Ohio","155","94","101","78","0","13","0","13","0","13","0","13","0","13","54","62",
"1400000US39035140702","Census Tract 1407.02; Cuyahoga County; Ohio","68","54","0","13","0","13","0","13","0","13","43","45","0","13","25","34",
"1400000US39035140800","Census Tract 1408; Cuyahoga County; Ohio","92","90","0","13","0","13","43","68","0","13","37","60","0","13","12","18",
"1400000US39035140900","Census Tract 1409; Cuyahoga County; Ohio","15","23","0","13","0","13","0","13","15","23","0","13","0","13","0","13",
"1400000US39035141000","Census Tract 1410; Cuyahoga County; Ohio","246","60","60","45","13","21","0","13","15","24","0","13","0","13","158","58",
"1400000US39035141100","Census Tract 1411; Cuyahoga County; Ohio","380","235","74","99","37","61","123","144","0","13","0","13","0","13","146","125",
"1400000US39035141200","Census Tract 1412; Cuyahoga County; Ohio","143","94","56","63","0","13","0","13","0","13","0","13","0","13","87","78",
"1400000US39035141300","Census Tract 1413; Cuyahoga County; Ohio","58","42","37","35","5","7","0","13","0","13","5","7","0","13","11","15",
"1400000US39035141400","Census Tract 1414; Cuyahoga County; Ohio","21","30","0","13","0","13","0","13","0","13","0","13","0","13","21","30",
"1400000US39035141500","Census Tract 1415; Cuyahoga County; Ohio","72","33","0","13","0","13","12","19","0","13","6","10","0","13","54","33",
"1400000US39035141601","Census Tract 1416.01; Cuyahoga County; Ohio","71","56","24","35","0","13","14","24","33","37","0","13","0","13","0","13",
"1400000US39035141602","Census Tract 1416.02; Cuyahoga County; Ohio","27","33","6","9","0","13","0","13","0","13","0","13","0","13","21","34",
"1400000US39035141700","Census Tract 1417; Cuyahoga County; Ohio","21","32","0","13","0","13","0","13","0","13","0","13","0","13","21","32",
"1400000US39035150100","Census Tract 1501; Cuyahoga County; Ohio","413","115","23","36","0","13","0","13","0","13","0","13","0","13","390","113",
"1400000US39035150300","Census Tract 1503; Cuyahoga County; Ohio","248","88","0","13","8","14","0","13","0","13","0","13","0","13","240","85",
"1400000US39035150400","Census Tract 1504; Cuyahoga County; Ohio","180","75","0","13","0","13","0","13","34","38","0","13","0","13","146","68",
"1400000US39035151200","Census Tract 1512; Cuyahoga County; Ohio","194","72","32","30","23","26","0","13","0","13","0","13","0","13","139","65",
